VBELN,WAERS,VKORG,KUNNR,CTLPC,LFART,AMTBL
600001070,TWD,1005,100015,R01,ZLR,0
600001071,TWD,1005,100013,R01,ZLR,0
600001072,USD,1003,100366,R01,ZLR,0
600001073,TWD,1005,100013,R01,ZLR,0
600001074,TWD,1003,100188,R01,ZLR,0
600001075,USD,1005,100364,R01,ZLR,0
600001076,USD,1005,100021,R01,ZLR,0
600001077,USD,1003,100178,R01,ZLR,0
600001078,USD,1003,100366,R01,ZLR,0
600001079,USD,1005,100364,R01,ZLR,0
600001080,USD,1003,100182,R01,ZLR,0
600001081,USD,1003,100182,R01,ZLR,0
600001082,USD,1003,100182,R01,ZLR,0
600001083,USD,1003,100183,R01,ZLR,0
600001084,USD,1003,100183,R01,ZLR,0
600001085,TWD,1005,100008,R01,ZLR,0
600001086,TWD,1005,100004,R01,ZLR,0
600001087,TWD,1007,100099,R01,ZLR,0
600001088,USD,1003,100366,R01,ZLR,0
600001089,USD,1003,100366,R01,ZLR,0
600001090,USD,1003,100366,R01,ZLR,0
600001091,TWD,1005,100011,R01,ZLR,0
600001092,USD,1003,100178,R01,ZLR,0
600001093,USD,1003,100366,R01,ZLR,0
600001094,TWD,1002,100347,R01,ZLR,0
600001095,USD,1005,100022,R01,ZLR,0
600001096,TWD,1005,100014,R01,ZLR,0
600001097,TWD,1005,100014,R01,ZLR,0
600001098,USD,2002,,,ZNCR,0
600001099,TWD,1005,100008,R01,ZLR,0
600001100,USD,1005,100022,R01,ZLR,0
600001101,TWD,1007,100105,R01,ZLR,0
600001102,TWD,1007,100105,R01,ZLR,0
600001103,TWD,1007,100105,R01,ZLR,0
600001104,TWD,1007,100105,R01,ZLR,0
600001105,TWD,1007,100105,R01,ZLR,0
600001106,USD,1003,100182,R01,ZLR,0
600001107,USD,1003,100182,R01,ZLR,0
600001108,USD,1005,100022,R01,ZLR,0
600001109,TWD,1007,100105,R01,ZLR,0
600001110,TWD,1007,100055,R01,ZLR,0
600001111,TWD,1007,100055,R01,ZLR,0
600001112,TWD,1007,100055,R01,ZLR,0
600001113,TWD,1007,100105,R01,ZLR,0
600001114,USD,1003,100178,R01,ZLR,0
600001115,USD,1003,100366,R01,ZLR,0
600001116,USD,1003,100366,R01,ZLR,0
600001117,USD,1003,100366,R01,ZLR,0
600001118,USD,1003,100366,R01,ZLR,0
600001119,TWD,1007,100099,R01,ZLR,0
600001120,USD,1002,,,ZNCR,0
600001121,TWD,1005,100014,R01,ZLR,0
600001122,USD,1005,100022,R01,ZLR,0
600001123,USD,1001,100255,R01,ZLR,0
600001124,USD,1001,100255,R01,ZLR,0
600001125,TWD,1001,100133,R01,ZLR,0
600001126,USD,1005,100005,R01,ZLR,0
600001127,USD,1003,100366,R01,ZLR,0
600001128,USD,1003,100366,R01,ZLR,0
600001129,USD,1003,100366,R01,ZLR,0
600001130,TWD,1007,100055,R01,ZLR,0
600001131,TWD,1007,100055,R01,ZLR,0
600001132,TWD,1007,100105,R01,ZLR,0
600001133,TWD,1007,100105,R01,ZLR,0
600001134,TWD,1007,100105,R01,ZLR,0
600001135,TWD,1007,100055,R01,ZLR,0
600001136,TWD,1007,100052,R01,ZLR,0
600001137,USD,1003,100182,R01,ZLR,0
600001138,TWD,1007,100052,R01,ZLR,0
600001139,TWD,1007,100052,R01,ZLR,0
600001140,TWD,1007,100052,R01,ZLR,0
600001141,USD,1005,100021,R01,ZLR,0
600001142,USD,1003,100178,R01,ZLR,0
600001143,USD,1005,100022,R01,ZLR,0
600001144,USD,1003,100366,R01,ZLR,0
600001145,TWD,1007,100055,R01,ZLR,0
600001146,TWD,1007,100055,R01,ZLR,0
600001147,TWD,1007,100055,R01,ZLR,0
600001148,TWD,1007,100402,R01,ZLR,0
600001149,TWD,1007,100055,R01,ZLR,0
600001150,TWD,1007,100055,R01,ZLR,0
600001151,TWD,1007,100055,R01,ZLR,0
600001152,TWD,1007,100055,R01,ZLR,0
600001153,TWD,1007,100055,R01,ZLR,0
600001154,TWD,1007,100402,R01,ZLR,0
600001155,TWD,1007,100402,R01,ZLR,0
600001156,TWD,1007,100055,R01,ZLR,0
600001157,TWD,1007,100052,R01,ZLR,0
600001158,TWD,1007,100052,R01,ZLR,0
600001159,TWD,1007,100052,R01,ZLR,0
600001160,TWD,1007,100052,R01,ZLR,0
600001161,TWD,1007,100052,R01,ZLR,0
600001162,TWD,1007,100052,R01,ZLR,0
600001163,TWD,1007,100052,R01,ZLR,0
600001164,TWD,1007,100052,R01,ZLR,0
600001165,TWD,1007,100052,R01,ZLR,0
600001166,TWD,1007,100052,R01,ZLR,0
600001167,TWD,1007,100052,R01,ZLR,0
600001168,TWD,1007,100052,R01,ZLR,0
600001169,TWD,1007,100052,R01,ZLR,0
600001170,TWD,1007,100052,R01,ZLR,0
600001171,TWD,1007,100052,R01,ZLR,0
600001172,TWD,1007,100052,R01,ZLR,0
600001173,TWD,1007,100052,R01,ZLR,0
600001174,TWD,1007,100052,R01,ZLR,0
600001175,TWD,1007,100052,R01,ZLR,0
600001176,TWD,1007,100052,R01,ZLR,0
600001177,TWD,1007,100052,R01,ZLR,0
600001178,TWD,1007,100052,R01,ZLR,0
600001179,TWD,1007,100052,R01,ZLR,0
600001180,TWD,1007,100052,R01,ZLR,0
600001181,TWD,1007,100052,R01,ZLR,0
600001182,USD,1003,100366,R01,ZLR,0
600001183,USD,1003,100366,R01,ZLR,0
600001184,TWD,1007,100052,R01,ZLR,0
600001185,TWD,1007,100052,R01,ZLR,0
600001186,TWD,1007,100052,R01,ZLR,0
600001187,TWD,1007,100052,R01,ZLR,0
600001188,TWD,1007,100052,R01,ZLR,0
600001189,TWD,1006,,,ZNLR,0
600001190,TWD,1006,,,ZNLR,0
600001191,USD,1003,100179,R01,ZLR,0
600001192,TWD,1007,100097,R01,ZLR,0
600001193,TWD,1007,100105,R01,ZLR,0
600001194,TWD,1007,100105,R01,ZLR,0
600001195,TWD,1007,100105,R01,ZLR,0
600001196,USD,1003,100178,R01,ZLR,0
600001197,USD,1003,100366,R01,ZLR,0
600001198,USD,1003,100366,R01,ZLR,0
600001199,TWD,1005,100003,R01,ZLR,0
600001200,TWD,1007,100052,R01,ZLR,0
600001201,USD,2002,,,ZNCR,0
600001202,USD,2002,,,ZNCR,0
600001203,TWD,1007,100105,R01,ZLR,0
600001204,TWD,1007,100105,R01,ZLR,0
600001205,USD,1003,100178,R01,ZLR,0
600001206,USD,1003,100179,R01,ZLR,0
600001207,USD,1003,100179,R01,ZLR,0
600001208,USD,1003,100179,R01,ZLR,0
600001209,USD,1003,100179,R01,ZLR,0
600001210,USD,1003,100179,R01,ZLR,0
600001211,USD,1003,100179,R01,ZLR,0
600001212,USD,1003,100179,R01,ZLR,0
600001213,USD,1003,100179,R01,ZLR,0
600001214,USD,1003,100179,R01,ZLR,0
600001215,USD,1003,100179,R01,ZLR,0
600001216,USD,1003,100179,R01,ZLR,0
600001217,USD,1003,100179,R01,ZLR,0
600001218,USD,1003,100179,R01,ZLR,0
600001219,TWD,1001,100133,R01,ZLR,0
600001220,USD,1003,100366,R01,ZLR,0
600001221,USD,1003,100366,R01,ZLR,0
600001222,USD,1003,100366,R01,ZLR,0
600001223,USD,1005,100022,R01,ZLR,0
600001224,USD,1003,100179,R01,ZLR,0
600001225,TWD,1007,100105,R01,ZLR,0
600001226,TWD,1007,100051,R01,ZLR,0
600001227,TWD,1005,100024,R01,ZLR,0
600001228,TWD,1005,100382,R01,ZLR,0
600001229,TWD,1005,100382,R01,ZLR,0
600001230,USD,2002,100213,R01,ZLR,0
600001231,TWD,1005,100371,R01,ZLR,0
600001232,TWD,1005,100012,R01,ZLR,0
600001233,USD,1005,100010,R01,ZLR,0
600001235,USD,1003,100182,R01,ZLR,0
600001236,USD,2002,,,ZNCR,0
600001237,USD,2002,,,ZNCR,0
600001238,USD,2002,,,ZNCR,0
600001239,USD,1003,100178,R01,ZLR,0
600001240,USD,1003,100366,R01,ZLR,0
600001241,USD,1003,100366,R01,ZLR,0
600001242,TWD,1005,100382,R01,ZLR,0
600001243,TWD,1005,100014,R01,ZLR,0
600001244,TWD,1003,100188,R01,ZLR,0
600001245,USD,2002,100207,R01,ZLR,0
600001246,TWD,1007,100063,R01,ZLR,0
600001247,TWD,1007,100105,R01,ZLR,0
600001248,TWD,1007,100049,R01,ZLR,0
600001249,TWD,1007,100072,R01,ZLR,0
600001250,TWD,1007,100105,R01,ZLR,0
600001251,TWD,1007,100052,R01,ZLR,0
600001252,USD,1005,100010,R01,ZLR,0
600001253,USD,1005,100465,R01,ZLR,0
600001254,USD,1003,100179,R01,ZLR,0
600001255,USD,1003,100179,R01,ZLR,0
600001256,USD,1003,100179,R01,ZLR,0
600001257,USD,1003,100179,R01,ZLR,0
600001258,USD,1003,100179,R01,ZLR,0
600001259,USD,1003,100179,R01,ZLR,0
600001260,TWD,1005,100389,R01,ZLR,0
600001261,TWD,1007,100055,R01,ZLR,0
600001262,USD,1003,100366,R01,ZLR,0
600001263,USD,1003,100366,R01,ZLR,0
600001264,USD,1003,100366,R01,ZLR,0
600001265,USD,1003,100366,R01,ZLR,0
600001266,USD,1003,100366,R01,ZLR,0
600001267,USD,1003,100178,R01,ZLR,0
600001268,USD,1005,100016,R01,ZLR,0
600001269,USD,1003,100179,R01,ZLR,0
600001270,USD,1005,100438,R01,ZLR,0
600001271,USD,1001,100119,R01,ZLR,0
600001272,TWD,1007,100099,R01,ZLR,0
600001273,USD,2002,,,ZNCR,0
600001274,TWD,1007,100055,R01,ZLR,0
600001275,USD,1003,100179,R01,ZLR,0
600001276,TWD,1007,100052,R01,ZLR,0
600001277,TWD,1007,100052,R01,ZLR,0
600001278,TWD,1007,100052,R01,ZLR,0
600001279,TWD,1007,100052,R01,ZLR,0
600001280,TWD,1007,100052,R01,ZLR,0
600001281,TWD,1007,100052,R01,ZLR,0
600001282,TWD,1007,100052,R01,ZLR,0
600001283,USD,1005,100010,R01,ZLR,0
600001284,TWD,1007,100052,R01,ZLR,0
600001285,USD,1001,100029,R01,ZLR,0
600001286,USD,1001,100118,R01,ZLR,0
600001287,USD,1001,100118,R01,ZLR,0
600001288,TWD,1007,100052,R01,ZLR,0
600001289,TWD,1007,100099,R01,ZLR,0
600001290,TWD,1007,100052,R01,ZLR,0
600001291,TWD,1001,100248,R01,ZLR,0
600001292,USD,1001,100255,R01,ZLR,0
600001293,USD,1005,100465,R01,ZLR,0
600001294,USD,1001,100255,R01,ZLR,0
600001295,USD,1001,100118,R01,ZLR,0
600001296,TWD,1007,100052,R01,ZLR,0
600001297,TWD,1007,100052,R01,ZLR,0
600001298,USD,2002,,,ZNCR,0
600001299,USD,1003,100366,R01,ZLR,0
600001300,USD,1003,100366,R01,ZLR,0
600001301,USD,1003,100178,R01,ZLR,0
600001302,USD,1003,100178,R01,ZLR,0
600001303,USD,1005,100010,R01,ZLR,0
600001304,USD,2002,,,ZNCR,0
600001305,TWD,1005,100385,R01,ZLR,0
600001306,TWD,1001,100133,R01,ZLR,0
600001307,USD,2002,,,ZNCR,0
600001308,TWD,1005,1100,R99,ZLR,0
9500000000,,1002,,,ZLB,0
9500000001,,1002,,,ZLB,0
9500000002,,1002,,,ZLB,0
9500000003,,1002,,,ZLB,0
9500000004,,1005,,,ZLB,0
9500000005,,1002,,,ZLB,0
9500000006,,1005,,,ZLB,0
9500000007,,1005,,,ZLB,0
9500000008,,1001,,,ZLB,0
9500000009,,1002,,,ZLB,0
9500000010,,1001,,,ZLB,0
9500000012,,1002,,,ZLB,0
9500000013,,1001,,,ZLB,0
9500000014,,1001,,,ZLB,0
9500000015,,1005,,,ZLB,0
9500000016,,1005,,,ZLB,0
9500000017,,1005,,,ZLB,0
9500000018,,1005,,,ZLB,0
9500000019,,1005,,,ZLB,0
9500000020,,1005,,,ZLB,0
9500000021,,1005,,,ZLB,0
9500000022,,1005,,,ZLB,0
9500000023,TWD,1002,,,ZLB,0
9500000024,,1002,,,ZLB,0
9500000025,,1002,,,ZLB,0
9500000026,,1002,,,ZLB,0
9500000027,,1002,,,ZLB,0
9500000028,,1002,,,ZLB,0
9500000029,,1002,,,ZLB,0
9500000030,,1002,,,ZLB,0
9500000032,,1002,,,ZLB,0
9500000034,,1002,,,ZLB,0
9500000035,,1002,,,ZLB,0
9500000036,,1002,,,ZLB,0
9500000037,,1002,,,ZLB,0
9500000038,,1001,,,ZLB,0
9500000039,,1007,,,ZLB,0
9500000040,,1002,,,ZLB,0
9500000041,,1002,,,ZLB,0
9500000042,,1005,,,ZLB,0
9500000043,,1002,,,ZLB,0
9500000044,,1002,,,ZLB,0
9500000045,,1002,,,ZLB,0
9500000046,,1002,,,ZLB,0
9500000047,,1002,,,ZLB,0
9500000048,,1002,,,ZLB,0
9500000049,,1002,,,ZLB,0
9500000050,,1001,,,ZLB,0
9500000051,,1002,,,ZLB,0
9500000052,,1002,,,ZLB,0
9500000053,,1002,,,ZLB,0
9500000054,,1005,,,ZLB,0
9500000055,,1002,,,ZLB,0
9500000056,,1002,,,ZLB,0
9500000057,,1002,,,ZLB,0
9500000058,,1005,,,ZLB,0
9500000059,,1005,,,ZLB,0
9500000060,,1005,,,ZLB,0
9500000061,,1005,,,ZLB,0
9500000062,,1005,,,ZLB,0
9500000063,,1002,,,ZLB,0
9500000064,,1001,,,ZLB,0
9500000065,,1002,,,ZLB,0
9500000066,,1002,,,ZLB,0
9500000067,,1005,,,ZLB,0
9500000068,,1005,,,ZLB,0
9500000069,,1005,,,ZLB,0
9500000070,,1005,,,ZLB,0
9500000071,,1005,,,ZLB,0
9500000072,,1005,,,ZLB,0
9500000073,,1005,,,ZLB,0
9500000074,,1007,,,ZLB,0
9500000075,,1001,,,ZLB,0
9500000076,,1002,,,ZLB,0
9500000077,,1002,,,ZLB,0
9500000078,,1002,,,ZLB,0
9500000079,,1005,,,ZLB,0
9500000080,,1005,,,ZLB,0
9500000081,,1005,,,ZLB,0
9500000082,,1005,,,ZLB,0
9500000083,,1005,,,ZLB,0
9500000084,,1005,,,ZLB,0
9500000085,,1005,,,ZLB,0
9500000086,,1001,,,ZLB,0
9500000087,,1001,,,ZLB,0
9500000088,,1005,,,ZLB,0
9500000089,,1005,,,ZLB,0
9500000090,,1002,,,ZLB,0
9500000091,,1002,,,ZLB,0
9500000092,,1005,,,ZLB,0
9500000093,,1005,,,ZLB,0
9500000094,,1005,,,ZLB,0
9500000095,,1005,,,ZLB,0
9500000096,,1002,,,ZLB,0
9500000097,,1002,,,ZLB,0
9500000098,,1001,,,ZLB,0
9500000100,,1007,,,ZLB,0
9500000101,,1007,,,ZLB,0
9500000102,,1007,,,ZLB,0
9500000103,,1001,,,ZLB,0
9500000104,,1002,,,ZLB,0
9500000105,,1002,,,ZLB,0
9500000106,,1002,,,ZLB,0
9500000107,,1001,,,ZLB,0
9500000108,,1002,,,ZLB,0
9500000109,,1002,,,ZLB,0
9500000110,,1001,,,ZLB,0
9500000111,,1001,,,ZLB,0
9500000112,,1002,,,ZLB,0
9500000113,,1007,,,ZLB,0
9500000114,,1002,,,ZLB,0
9500000115,,1001,,,ZLB,0
9500000116,,1002,,,ZLB,0
9500000117,,1002,,,ZLB,0
9500000118,,1002,,,ZLB,0
9500000119,,1007,,,ZLB,0
9500000120,,1002,,,ZLB,0
9500000121,,1002,,,ZLB,0
9500000122,,1002,,,ZLB,0
9500000123,,1001,,,ZLB,0
9500000124,,1001,,,ZLB,0
9500000125,,1001,,,ZLB,0
9500000126,,1002,,,ZLB,0
9500000127,,1001,,,ZLB,0
9500000128,,1002,,,ZLB,0
9500000129,,1002,,,ZLB,0
9500000130,,1002,,,ZLB,0
9500000131,,1002,,,ZLB,0
9500000132,,1001,,,ZLB,0
9500000133,,1001,,,ZLB,0
9500000135,,1001,,,ZLB,0
9500000136,,1001,,,ZLB,0
9500000137,,1001,,,ZLB,0
9500000138,,1002,,,ZLB,0
9500000139,,1001,,,ZLB,0
9500000140,,1001,,,ZLB,0
9500000141,,1001,,,ZLB,0
9500000142,,1001,,,ZLB,0
9500000143,,1002,,,ZLB,0
9500000144,,1002,,,ZLB,0
9500000145,,1002,,,ZLB,0
9500000146,,1002,,,ZLB,0
9500000147,,1002,,,ZLB,0
9500000148,,1002,,,ZLB,0
9500000149,,1002,,,ZLB,0
9500000150,,1002,,,ZLB,0
9500000151,,1002,,,ZLB,0
9500000152,,1002,,,ZLB,0
9500000153,,1005,,,ZLB,0
9500000154,,1005,,,ZLB,0
9500000155,,1001,,,ZLB,0
9500000156,,1002,,,ZLB,0
9500000157,,1002,,,ZLB,0
9500000158,,1002,,,ZLB,0
9500000159,,1002,,,ZLB,0
9500000160,,1002,,,ZLB,0
9500000161,,1002,,,ZLB,0
9500000162,,1002,,,ZLB,0
9500000163,,1007,,,ZLB,0
9500000164,,1001,,,ZLB,0
9500000165,,1001,,,ZLB,0
9500000166,,1001,,,ZLB,0
9500000167,,1001,,,ZLB,0
9500000168,,1001,,,ZLB,0
9500000169,,1002,,,ZLB,0
9500000170,,1001,,,ZLB,0
9500000171,,1002,,,ZLB,0
9500000172,,1001,,,ZLB,0
9500000173,,1002,,,ZLB,0
9500000174,,1001,,,ZLB,0
9500000175,,1002,,,ZLB,0
9500000176,,1001,,,ZLB,0
9500000177,,1001,,,ZLB,0
9500000178,,1002,,,ZLB,0
9500000179,,1002,,,ZLB,0
9500000180,,1001,,,ZLB,0
9500000181,,1002,,,ZLB,0
9500000182,,1001,,,ZLB,0
9500000183,,1003,,,ZLB,0
9500000184,,1003,,,ZLB,0
9500000185,,1003,,,ZLB,0
9500000186,,1001,,,ZLB,0
9500000187,,1002,,,ZLB,0
9500000188,,1002,,,ZLB,0
9500000189,,1003,,,ZLB,0
9500000190,,1003,,,ZLB,0
9500000191,,1003,,,ZLB,0
9500000192,,1003,,,ZLB,0
9500000193,,1003,,,ZLB,0
9500000194,TWD,1003,,,ZLB,0
9500000195,,1002,,,ZLB,0
9500000196,,1002,,,ZLB,0
9500000197,,1002,,,ZLB,0
9500000198,,1002,,,ZLB,0
9500000199,,1002,,,ZLB,0
9500000200,,1007,,,ZLB,0
9500000201,,1002,,,ZLB,0
9500000202,,1001,,,ZLB,0
9500000203,,1003,,,ZLB,0
9500000204,,1001,,,ZLB,0
9500000205,,1005,,,ZLB,0
9500000206,,1005,,,ZLB,0
9500000207,,1005,,,ZLB,0
9500000208,,1005,,,ZLB,0
9500000209,,1005,,,ZLB,0
9500000210,,1005,,,ZLB,0
9500000211,,1005,,,ZLB,0
9500000212,,1002,,,ZLB,0
9500000213,,1002,,,ZLB,0
9500000214,,1002,,,ZLB,0
9500000215,,1001,,,ZLB,0
9500000216,,1001,,,ZLB,0
9500000217,,1002,,,ZLB,0
9500000218,,1002,,,ZLB,0
9500000219,,1005,,,ZLB,0
9500000220,,1005,,,ZLB,0
9500000221,,1005,,,ZLB,0
9500000222,,1005,,,ZLB,0
9500000223,,1005,,,ZLB,0
9500000224,,1005,,,ZLB,0
9500000225,,1001,,,ZLB,0
9500000226,,1002,,,ZLB,0
9500000227,,1002,,,ZLB,0
9500000228,,1002,,,ZLB,0
9500000229,,1002,,,ZLB,0
9500000230,,1002,,,ZLB,0
9500000231,,1001,,,ZLB,0
9500000232,,1002,,,ZLB,0
9500000233,,1002,,,ZLB,0
9500000234,,1002,,,ZLB,0
9500000235,,1002,,,ZLB,0
9500000236,,1001,,,ZLB,0
9500000237,,1002,,,ZLB,0
9500000238,,1005,,,ZLB,0
9500000239,,1005,,,ZLB,0
9500000240,,1005,,,ZLB,0
9500000241,,1005,,,ZLB,0
9500000242,,1005,,,ZLB,0
9500000243,,1005,,,ZLB,0
9500000244,,1005,,,ZLB,0
9500000245,,1005,,,ZLB,0
9500000246,,1007,,,ZLB,0
9500000247,,1002,,,ZLB,0
9500000248,,1002,,,ZLB,0
9500000249,,1002,,,ZLB,0
9500000250,,1002,,,ZLB,0
9500000251,,1005,,,ZLB,0
9500000252,,1005,,,ZLB,0
9500000253,,1005,,,ZLB,0
9500000254,,1002,,,ZLB,0
9500000255,,1005,,,ZLB,0
9500000256,,1002,,,ZLB,0
9500000258,,1002,,,ZLB,0
9500000259,,1002,,,ZLB,0
9500000260,,1002,,,ZLB,0
9500000261,,1002,,,ZLB,0
9500000262,,1002,,,ZLB,0
9500000263,,1002,,,ZLB,0
9500000264,,1002,,,ZLB,0
9500000265,,1003,,,ZLB,0
9500000266,,1007,,,ZLB,0
9500000267,,1004,,,ZLB,0
9500000268,,1003,,,ZLB,0
9500000269,,1002,,,ZLB,0
9500000270,,1002,,,ZLB,0
9500000271,,1002,,,ZLB,0
9500000272,,1002,,,ZLB,0
9500000273,,1002,,,ZLB,0
9500000274,,1001,,,ZLB,0
9500000275,,1002,,,ZLB,0
9500000276,,1002,,,ZLB,0
9500000277,,1002,,,ZLB,0
9500000278,,1002,,,ZLB,0
9500000279,,1002,,,ZLB,0
9500000280,,1002,,,ZLB,0
9500000281,,1002,,,ZLB,0
9500000282,,1002,,,ZLB,0
9500000283,,1002,,,ZLB,0
9500000284,,1004,,,ZLB,0
9500000285,,1002,,,ZLB,0
9500000286,,1002,,,ZLB,0
9500000287,,1002,,,ZLB,0
9500000288,,1002,,,ZLB,0
9500000289,,1002,,,ZLB,0
9500000290,,1002,,,ZLB,0
9500000291,,1002,,,ZLB,0
9500000292,,1002,,,ZLB,0
9500000293,,1002,,,ZLB,0
9500000294,,1002,,,ZLB,0
9500000295,,1002,,,ZLB,0
9500000296,,1002,,,ZLB,0
9500000297,,1002,,,ZLB,0
9500000298,,1002,,,ZLB,0
9500000299,,1002,,,ZLB,0
9500000300,,1002,,,ZLB,0
9500000301,,1002,,,ZLB,0
9500000302,,1002,,,ZLB,0
9500000303,,1002,,,ZLB,0
9500000304,,1002,,,ZLB,0
9500000305,,1002,,,ZLB,0
9500000306,,1002,,,ZLB,0
9500000307,,1005,,,ZLB,0
9500000308,,1002,,,ZLB,0
9500000309,,1002,,,ZLB,0
9500000310,,1002,,,ZLB,0
9500000311,,1002,,,ZLB,0
9500000312,,1002,,,ZLB,0
9500000313,,1002,,,ZLB,0
9500000314,,1002,,,ZLB,0
9500000315,,1005,,,ZLB,0
9500000316,,1005,,,ZLB,0
9500000317,,1005,,,ZLB,0
9500000318,,1005,,,ZLB,0
9500000319,,1005,,,ZLB,0
9500000320,,1002,,,ZLB,0
9500000321,,1001,,,ZLB,0
9500000322,,1002,,,ZLB,0
9500000323,,1002,,,ZLB,0
9500000324,,1002,,,ZLB,0
9500000325,,1002,,,ZLB,0
9500000326,,1002,,,ZLB,0
9500000327,,1002,,,ZLB,0
9500000328,,1002,,,ZLB,0
9500000329,,1002,,,ZLB,0
9500000330,,1002,,,ZLB,0
9500000331,,1002,,,ZLB,0
9500000332,,1002,,,ZLB,0
9500000333,,1002,,,ZLB,0
9500000334,,1007,,,ZLB,0
9500000335,,1002,,,ZLB,0
9500000336,,1002,,,ZLB,0
9500000337,,1007,,,ZLB,0
9500000338,,1002,,,ZLB,0
9500000339,,1002,,,ZLB,0
9500000340,,1002,,,ZLB,0
9500000341,,1002,,,ZLB,0
9500000342,,1003,,,ZLB,0
9500000343,,1002,,,ZLB,0
9500000344,,1002,,,ZLB,0
9500000345,,1002,,,ZLB,0
9500000346,,1002,,,ZLB,0
9500000347,,1002,,,ZLB,0
9500000348,,1002,,,ZLB,0
9500000349,,1002,,,ZLB,0
9500000350,,1003,,,ZLB,0
9500000351,,1003,,,ZLB,0
9500000352,,1003,,,ZLB,0
9500000353,,1002,,,ZLB,0
9500000354,,1002,,,ZLB,0
9500000355,,1002,,,ZLB,0
9500000356,,1002,,,ZLB,0
9500000357,,1002,,,ZLB,0
9500000358,,1002,,,ZLB,0
9500000359,,1002,,,ZLB,0
9500000360,,1002,,,ZLB,0
9500000361,,1002,,,ZLB,0
9500000362,,1002,,,ZLB,0
9500000363,,1002,,,ZLB,0
9500000364,,1005,,,ZLB,0
9500000365,,1005,,,ZLB,0
9500000366,,1005,,,ZLB,0
9500000367,,1005,,,ZLB,0
9500000368,,1005,,,ZLB,0
9500000369,,1005,,,ZLB,0
9500000370,,1005,,,ZLB,0
9500000371,,1005,,,ZLB,0
9500000372,,1005,,,ZLB,0
9500000373,,1002,,,ZLB,0
9500000374,,1002,,,ZLB,0
9500000375,,1002,,,ZLB,0
9500000376,,1002,,,ZLB,0
9500000377,,1003,,,ZLB,0
9500000378,,1003,,,ZLB,0
9500000380,,1002,,,ZLB,0
9500000381,,1002,,,ZLB,0
9500000382,,1005,,,ZLB,0
9500000383,,1005,,,ZLB,0
9500000384,,1005,,,ZLB,0
9500000385,,1005,,,ZLB,0
9500000386,,1005,,,ZLB,0
9500000387,,1005,,,ZLB,0
9500000388,,1005,,,ZLB,0
9500000389,,1002,,,ZLB,0
9500000390,,1005,,,ZLB,0
9500000391,,1005,,,ZLB,0
9500000392,,1005,,,ZLB,0
9500000393,,1005,,,ZLB,0
9500000394,,1005,,,ZLB,0
9500000395,,1003,,,ZLB,0
9500000396,,1003,,,ZLB,0
9500000397,,1003,,,ZLB,0
9500000398,,1002,,,ZLB,0
9500000399,,1002,,,ZLB,0
9500000400,,1002,,,ZLB,0
9500000401,,1005,,,ZLB,0
9500000402,,1002,,,ZLB,0
9500000403,,1005,,,ZLB,0
9500000404,,1005,,,ZLB,0
9500000405,,1005,,,ZLB,0
9500000406,,1005,,,ZLB,0
9500000407,,1005,,,ZLB,0
9500000408,,1002,,,ZLB,0
9500000409,,1007,,,ZLB,0
9500000410,,1007,,,ZLB,0
9500000411,,1002,,,ZLB,0
9500000412,,1005,,,ZLB,0
9500000413,,1005,,,ZLB,0
9500000414,,1005,,,ZLB,0
9500000415,,1005,,,ZLB,0
9500000416,,1005,,,ZLB,0
9500000417,,1005,,,ZLB,0
9500000418,,1005,,,ZLB,0
9500000419,,1005,,,ZLB,0
9500000420,,1005,,,ZLB,0
9500000421,,1005,,,ZLB,0
9500000422,,1005,,,ZLB,0
9500000423,,1005,,,ZLB,0
9500000424,,1005,,,ZLB,0
9500000425,,1005,,,ZLB,0
9500000426,,1005,,,ZLB,0
9500000427,,1005,,,ZLB,0
9500000428,,1005,,,ZLB,0
9500000429,,1005,,,ZLB,0
9500000430,,1005,,,ZLB,0
9500000431,,1005,,,ZLB,0
9500000432,,1005,,,ZLB,0
9500000433,,1005,,,ZLB,0
9500000434,,1005,,,ZLB,0
9500000435,,1003,,,ZLB,0
9500000436,,1002,,,ZLB,0
9500000437,,1003,,,ZLB,0
9500000438,,1002,,,ZLB,0
9500000439,,1001,,,ZLB,0
9500000440,,1005,,,ZLB,0
9500000441,,1005,,,ZLB,0
9500000442,,1005,,,ZLB,0
9500000443,,1005,,,ZLB,0
9500000444,,1005,,,ZLB,0
9500000445,,1005,,,ZLB,0
9500000446,,1005,,,ZLB,0
9500000447,,1005,,,ZLB,0
9500000448,,1005,,,ZLB,0
9500000449,,1005,,,ZLB,0
9500000450,,1005,,,ZLB,0
9500000451,,1005,,,ZLB,0
9500000452,,1005,,,ZLB,0
9500000453,,1005,,,ZLB,0
9500000454,,1005,,,ZLB,0
9500000455,,1005,,,ZLB,0
9500000456,,1005,,,ZLB,0
9500000457,,1005,,,ZLB,0
9500000458,,1005,,,ZLB,0
9500000459,,1005,,,ZLB,0
9500000460,,1005,,,ZLB,0
9500000461,,1005,,,ZLB,0
9500000462,,1003,,,ZLB,0
9500000463,,1002,,,ZLB,0
9500000464,,1002,,,ZLB,0
9500000465,,1002,,,ZLB,0
9500000466,,1002,,,ZLB,0
9500000467,,1002,,,ZLB,0
9500000468,,1002,,,ZLB,0
9500000469,,1002,,,ZLB,0
9500000470,,1002,,,ZLB,0
9500000471,,1002,,,ZLB,0
9500000472,,1002,,,ZLB,0
